0,0,0,CC
1,0,0,CC
2,0,0,CC
3,0,0,CC
4,13,0,FP
5,0,0,CC
6,0,0,CC
7,0,0,CC
8,0,0,CC
9,0,0,CC
10,0,0,CC
11,0,0,CC
12,0,0,CC
13,0,0,CC
14,77,0,FP
15,0,0,CC
16,0,0,CC
17,0,0,CC
18,0,0,CC
19,0,0,CC
20,0,0,CC
21,0,0,CC
22,120900,0,FP
23,0,0,CC
24,0,0,CC
25,0,0,CC
26,0,0,CC
27,49,0,FP
28,0,0,CC
29,0,0,CC
30,0,0,CC
31,0,0,CC
32,0,0,CC
33,0,0,CC
34,41,0,FP
35,0,0,CC
36,0,0,CC
37,0,0,CC
38,77,0,FP
39,0,0,CC
40,42,0,FP
41,25,0,FP
42,0,0,CC
43,0,0,CC
44,63,0,FP
45,0,0,CC
46,0,0,CC
47,26,0,FP
48,0,0,CC
49,0,0,CC
50,0,0,CC
51,0,0,CC
52,5,0,FP
53,0,0,CC
54,48,0,FP
55,0,0,CC
56,0,0,CC
57,0,0,CC
58,0,0,CC
59,49,0,FP
60,0,0,CC
61,4,0,FP
62,0,0,CC
63,0,0,CC
64,0,0,CC
65,0,0,CC
66,49,0,FP
67,0,0,CC
68,0,0,CC
69,0,0,CC
70,0,0,CC
71,0,0,CC
72,0,0,CC
73,0,0,CC
74,24,0,FP
75,6,0,FP
76,0,0,CC
77,0,0,CC
78,0,0,CC
79,98,0,FP
80,1,1,CC
81,120900,1,FP
82,120900,1,FP
83,1,1,CC
84,120900,1,FP
85,3,1,FP
86,120900,1,FP
87,51,1,FP
88,120900,1,FP
89,120900,1,FP
90,1,1,CC
91,1,1,CC
92,120900,1,FP
93,1,1,CC
94,68,1,FP
95,20,1,FP
96,120900,1,FP
97,120900,1,FP
98,59,1,FP
99,38,1,FP
100,1,1,CC
101,120900,1,FP
102,120900,1,FP
103,120900,1,FP
104,120900,1,FP
105,120900,1,FP
106,120900,1,FP
107,120900,1,FP
108,44,1,FP
109,120900,1,FP
110,45,1,FP
111,120900,1,FP
112,10,1,FP
113,1,1,CC
114,1,1,CC
115,3,1,FP
116,17,1,FP
117,120900,1,FP
118,1,1,CC
119,1,1,CC
120,1,1,CC
121,120900,1,FP
122,1,1,CC
123,120900,1,FP
124,120900,1,FP
125,16,1,FP
126,120900,1,FP
127,120900,1,FP
128,120900,1,FP
129,120900,1,FP
130,1,1,CC
131,1,1,CC
132,120900,1,FP
133,120900,1,FP
134,120900,1,FP
135,41,1,FP
136,69,1,FP
137,1,1,CC
138,45,1,FP
139,1,1,CC
140,3,1,FP
141,120900,1,FP
142,120900,1,FP
143,69,1,FP
144,120900,1,FP
145,1,1,CC
146,120900,1,FP
147,29,1,FP
148,1,1,CC
149,120900,1,FP
150,120900,1,FP
151,120900,1,FP
152,21,1,FP
153,120900,1,FP
154,2,1,FP
155,120900,1,FP
156,120900,1,FP
157,120900,1,FP
158,1,1,CC
159,120900,1,FP
160,45,2,FP
161,18,2,FP
162,2,2,CC
163,120900,2,FP
164,15,2,FP
165,2,2,CC
166,120900,2,FP
167,2,2,CC
168,120900,2,FP
169,2,2,CC
170,2,2,CC
171,2,2,CC
172,17,2,FP
173,120900,2,FP
174,120900,2,FP
175,2,2,CC
176,120900,2,FP
177,120900,2,FP
178,45,2,FP
179,2,2,CC
180,43,2,FP
181,120900,2,FP
182,120900,2,FP
183,2,2,CC
184,44,2,FP
185,2,2,CC
186,45,2,FP
187,3,2,FP
188,2,2,CC
189,2,2,CC
190,1,2,FN
191,2,2,CC
192,66,2,FP
193,120900,2,FP
194,2,2,CC
195,2,2,CC
196,120900,2,FP
197,120900,2,FP
198,2,2,CC
199,120900,2,FP
200,2,2,CC
201,2,2,CC
202,2,2,CC
203,2,2,CC
204,2,2,CC
205,44,2,FP
206,45,2,FP
207,79,2,FP
208,3,2,FP
209,2,2,CC
210,120900,2,FP
211,43,2,FP
212,2,2,CC
213,120900,2,FP
214,120900,2,FP
215,120900,2,FP
216,1,2,FN
217,120900,2,FP
218,120900,2,FP
219,2,2,CC
220,43,2,FP
221,2,2,CC
222,1,2,FN
223,120900,2,FP
224,2,2,CC
225,120900,2,FP
226,120900,2,FP
227,41,2,FP
228,18,2,FP
229,69,2,FP
230,2,2,CC
231,2,2,CC
232,120900,2,FP
233,3,2,FP
234,1,2,FN
235,120900,2,FP
236,17,2,FP
237,2,2,CC
238,23,2,FP
239,2,2,CC
240,3,3,CC
241,120900,3,FP
242,3,3,CC
243,3,3,CC
244,3,3,CC
245,3,3,CC
246,120900,3,FP
247,3,3,CC
248,120900,3,FP
249,1,3,FN
250,43,3,FP
251,3,3,CC
252,2,3,FN
253,120900,3,FP
254,120900,3,FP
255,120900,3,FP
256,120900,3,FP
257,2,3,FN
258,120900,3,FP
259,120900,3,FP
260,58,3,FP
261,3,3,CC
262,43,3,FP
263,43,3,FP
264,2,3,FN
265,2,3,FN
266,58,3,FP
267,58,3,FP
268,120900,3,FP
269,120900,3,FP
270,120900,3,FP
271,58,3,FP
272,3,3,CC
273,3,3,CC
274,120900,3,FP
275,3,3,CC
276,3,3,CC
277,3,3,CC
278,3,3,CC
279,41,3,FP
280,3,3,CC
281,41,3,FP
282,120900,3,FP
283,3,3,CC
284,3,3,CC
285,3,3,CC
286,43,3,FP
287,41,3,FP
288,3,3,CC
289,3,3,CC
290,3,3,CC
291,41,3,FP
292,30,3,FP
293,120900,3,FP
294,68,3,FP
295,3,3,CC
296,3,3,CC
297,1,3,FN
298,120900,3,FP
299,3,3,CC
300,3,3,CC
301,3,3,CC
302,120900,3,FP
303,120900,3,FP
304,120900,3,FP
305,120900,3,FP
306,3,3,CC
307,41,3,FP
308,120900,3,FP
309,120900,3,FP
310,3,3,CC
311,120900,3,FP
312,120900,3,FP
313,3,3,CC
314,3,3,CC
315,35,3,FP
316,58,3,FP
317,2,3,FN
318,120900,4,FP
319,120900,4,FP
320,4,4,CC
321,32,4,FP
322,0,4,FN
323,32,4,FP
324,6,4,FP
325,6,4,FP
326,6,4,FP
327,6,4,FP
328,120900,4,FP
329,4,4,CC
330,57,4,FP
331,6,4,FP
332,24,4,FP
333,26,4,FP
334,4,4,CC
335,4,4,CC
336,120900,4,FP
337,4,4,CC
338,29,4,FP
339,4,4,CC
340,4,4,CC
341,4,4,CC
342,4,4,CC
343,4,4,CC
344,4,4,CC
345,6,4,FP
346,4,4,CC
347,4,4,CC
348,4,4,CC
349,120900,4,FP
350,4,4,CC
351,120900,4,FP
352,6,4,FP
353,4,4,CC
354,4,4,CC
355,4,4,CC
356,4,4,CC
357,4,4,CC
358,4,4,CC
359,49,4,FP
360,120900,4,FP
361,120900,4,FP
362,120900,4,FP
363,6,4,FP
364,4,4,CC
365,120900,4,FP
366,4,4,CC
367,4,4,CC
368,4,4,CC
369,29,4,FP
370,4,4,CC
371,4,4,CC
372,4,4,CC
373,49,4,FP
374,25,4,FP
375,4,4,CC
376,57,4,FP
377,48,4,FP
378,4,4,CC
379,4,4,CC
380,6,4,FP
381,4,4,CC
382,4,4,CC
383,4,4,CC
384,4,4,CC
385,4,4,CC
386,4,4,CC
387,25,4,FP
388,4,4,CC
389,120900,4,FP
390,120900,4,FP
391,120900,4,FP
392,4,4,CC
393,4,4,CC
394,4,4,CC
395,6,4,FP
396,4,4,CC
397,120900,5,FP
398,5,5,CC
399,5,5,CC
400,5,5,CC
401,5,5,CC
402,120900,5,FP
403,68,5,FP
404,5,5,CC
405,5,5,CC
406,120900,5,FP
407,81,5,FP
408,5,5,CC
409,5,5,CC
410,67,5,FP
411,5,5,CC
412,12,5,FP
413,120900,5,FP
414,5,5,CC
415,120900,5,FP
416,5,5,CC
417,5,5,CC
418,5,5,CC
419,70,5,FP
420,3,5,FN
421,64,5,FP
422,73,5,FP
423,5,5,CC
424,5,5,CC
425,5,5,CC
426,5,5,CC
427,64,5,FP
428,5,5,CC
429,5,5,CC
430,69,5,FP
431,5,5,CC
432,5,5,CC
433,120900,5,FP
434,5,5,CC
435,76,5,FP
436,31,5,FP
437,5,5,CC
438,85,5,FP
439,5,5,CC
440,5,5,CC
441,120900,5,FP
442,5,5,CC
443,56,5,FP
444,28,5,FP
445,5,5,CC
446,36,5,FP
447,98,5,FP
448,120900,5,FP
449,5,5,CC
450,9,5,FP
451,120900,5,FP
452,89,5,FP
453,120900,5,FP
454,14,5,FP
455,5,5,CC
456,81,5,FP
457,120900,5,FP
458,5,5,CC
459,5,5,CC
460,81,5,FP
461,5,5,CC
462,5,5,CC
463,5,5,CC
464,5,5,CC
465,59,5,FP
466,5,5,CC
467,5,5,CC
468,5,5,CC
469,120900,5,FP
470,88,5,FP
471,5,5,CC
472,69,5,FP
473,80,5,FP
474,5,5,CC
475,5,5,CC
476,74,5,FP
477,4,6,FN
478,6,6,CC
479,6,6,CC
480,24,6,FP
481,49,6,FP
482,6,6,CC
483,22,6,FP
484,6,6,CC
485,6,6,CC
486,22,6,FP
487,6,6,CC
488,6,6,CC
489,6,6,CC
490,4,6,FN
491,69,6,FP
492,6,6,CC
493,6,6,CC
494,90,6,FP
495,6,6,CC
496,6,6,CC
497,6,6,CC
498,4,6,FN
499,49,6,FP
500,6,6,CC
501,22,6,FP
502,120900,6,FP
503,54,6,FP
504,120900,6,FP
505,26,6,FP
506,6,6,CC
507,4,6,FN
508,29,6,FP
509,6,6,CC
510,120900,6,FP
511,90,6,FP
512,6,6,CC
513,120900,6,FP
514,120900,6,FP
515,77,6,FP
516,120900,6,FP
517,6,6,CC
518,6,6,CC
519,120900,6,FP
520,47,6,FP
521,16,6,FP
522,6,6,CC
523,120900,6,FP
524,6,6,CC
525,6,6,CC
526,24,6,FP
527,120900,6,FP
528,6,6,CC
529,6,6,CC
530,4,6,FN
531,0,6,FN
532,6,6,CC
533,75,6,FP
534,6,6,CC
535,73,6,FP
536,76,6,FP
537,6,6,CC
538,6,6,CC
539,90,6,FP
540,0,6,FN
541,72,6,FP
542,5,6,FN
543,120900,6,FP
544,6,6,CC
545,49,6,FP
546,26,6,FP
547,6,6,CC
548,4,6,FN
549,6,6,CC
550,6,6,CC
551,6,6,CC
552,6,6,CC
553,27,6,FP
554,22,6,FP
555,4,6,FN
556,6,6,CC
557,7,7,CC
558,47,7,FP
559,7,7,CC
560,72,7,FP
561,120900,7,FP
562,72,7,FP
563,84,7,FP
564,7,7,CC
565,120900,7,FP
566,82,7,FP
567,120900,7,FP
568,7,7,CC
569,120900,7,FP
570,7,7,CC
571,7,7,CC
572,7,7,CC
573,82,7,FP
574,52,7,FP
575,47,7,FP
576,7,7,CC
577,7,7,CC
578,120900,7,FP
579,7,7,CC
580,7,7,CC
581,7,7,CC
